Ens.ID	TPM.kidney	TPM.testis	TPM.heart	TPM.brain	TPM.muscle	TPM.colon	TPM.lung	TPM.spleen	TPM.liver
ENSMMUG00000015758	3.301441	3.152771	0.188813	1.016474	0.382227	0.465008	2.521453	0.045405	0.171004
ENSMMUG00000015759	38.665039	52.911414	17.116823	62.899869	18.822426	93.422688	103.666311	86.764085	37.001861
ENSMMUG00000015760	0	1.398311	0	0	0	0	0	0	0
ENSMMUG00000015761	0.833351	11.519401	0.329326	15.423089	0.393572	2.184584	6.416471	0.173569	0.286719
ENSMMUG00000015762	0	0.166799	0	0.113789	0.036657	0	0	0	0
ENSMMUG00000015764	10.698132	5.212446	20.627732	6.764576	5.469143	72.80838	74.405749	273.316672	10.227298
ENSMMUG00000015766	0	0	0	0.701001	0	0	0	0	0
ENSMMUG00000015767	6.495476	12.724947	6.137527	23.552088	0.44419	38.602259	94.476512	71.331681	12.837306
ENSMMUG00000015768	0.155178	1.171683	0.105399	2.276173	0.117735	0	0.028358	0.022689	0
ENSMMUG00000015770	0	0	0	0	0	0	0	0	0
ENSMMUG00000015771	0	0.548855	0	0	0	0	0	0	0
ENSMMUG00000015772	2.303726	2.115883	0	81.623546	0.649393	5.318681	0	0.182608	2.723154
ENSMMUG00000015773	2.707917	8.907899	5.502936	9.947058	6.41497	1.862467	6.15045	6.533621	4.447918
ENSMMUG00000015774	13.037827	36.809292	6.292493	6.963196	9.885333	13.339975	7.738923	20.471874	8.120805
ENSMMUG00000015775	29.41142	18.317139	22.953508	83.853576	3.046395	54.424324	80.887699	99.734903	20.417356
ENSMMUG00000015776	0.911462	1.568722	27.956671	160.51328	0.49894	2.062429	2.540449	12.597237	2.474655
ENSMMUG00000015777	41.404665	66.646866	28.349325	240.738793	20.430946	139.936902	261.070547	274.476314	85.052883
ENSMMUG00000015778	30.013708	22.925974	20.287622	67.87728	4.914174	62.787427	85.928089	52.206673	76.016715
ENSMMUG00000015779	0.763132	7.207807	0.500938	1.106057	0.475781	5.844122	7.698173	10.135385	2.002403
ENSMMUG00000015780	4.976815	2.477023	2.392934	11.18002	0.977289	16.208621	13.742765	8.651567	5.639229
ENSMMUG00000015781	109.454189	123.011584	42.526546	102.225527	8.302425	321.561998	211.511554	397.768436	153.03258
ENSMMUG00000015782	0	0.700905	0	0.331439	0	0	0.372935	0.634791	0
ENSMMUG00000015783	16.185128	13.728719	6.600665	19.03338	2.314454	133.436362	114.999759	77.919762	19.303281
ENSMMUG00000015784	12.6965	20.848944	1.498755	8.92381	0.590834	53.993595	36.155164	47.267751	20.308927
ENSMMUG00000015785	1.6497	0.35788	0.262397	5.008132	2.481312	4.019112	4.143657	0.68899	0.265975
ENSMMUG00000015786	13.419345	221.995994	8.303294	43.025016	3.181783	31.892076	64.705414	29.139179	19.937631
ENSMMUG00000015787	0.109968	1.552288	0.045128	0.166738	0	0	0.180152	0.440156	0.431483
ENSMMUG00000015789	2.908699	4.903656	1.383978	7.74843	2.621985	6.822154	8.681232	11.580289	2.420257
ENSMMUG00000015790	3.361959	3.09756	5.971426	1.931321	3.168152	20.435241	30.999944	448.021474	41.21331
ENSMMUG00000015792	2.268158	5.230839	1.167171	4.454593	0.342562	9.810763	5.796272	2.82223	0.1836
ENSMMUG00000015793	0	4.575573	0.452349	0	0.289492	0.398718	1.169353	2.161709	0.462177
ENSMMUG00000015794	0	0.969359	0.348702	0	1.793754	0	0.607877	0.657036	0
ENSMMUG00000015797	2.6344	18.877621	3.677796	12.867528	0.311038	6.75465	14.506404	14.336074	3.005643
ENSMMUG00000015798	26.3447	6.624949	7.999651	22.040974	2.946798	6.64325	17.382869	11.635433	16.55506
ENSMMUG00000015799	1.389135	0.060837	0.014917	0.455288	0	1.410779	2.914526	0.198557	0.027285
ENSMMUG00000015800	12.47673	48.811136	7.068369	20.513357	12.808241	14.310319	16.982671	24.320847	10.486599
ENSMMUG00000015801	1.327609	5.127691	2.296317	244.266502	2.16618	5.049344	0	0.637417	0.143751
ENSMMUG00000015802	0.530869	5.528124	0.37586	2.750526	0.746966	0.387075	0.90365	1.160331	0.435469
ENSMMUG00000015803	29.729249	57.063365	18.94834	48.821254	2.582078	20.253336	53.211882	45.241562	11.408344
ENSMMUG00000015804	0.056198	0.344271	0	0.195331	0	0.237962	0.042959	0.083295	0.130847
ENSMMUG00000015805	0.388678	0.902419	0.366713	1.626335	0.283077	3.760736	3.216809	6.012479	0.720921
ENSMMUG00000015806	0	0	0	0	0	0	0	0	0
ENSMMUG00000015808	0.090569	3.678617	0	1.028309	0	0.119958	0.040579	0.84836	0.099932
ENSMMUG00000015809	0.204895	0.318934	0.162043	0.333734	0.065319	3.453992	2.877562	20.937027	0.354094
ENSMMUG00000015810	0.260463	1.241773	0.385366	44.562132	0.335149	129.35828	15.586197	14.564105	1.518613
ENSMMUG00000015811	24.337962	40.14386	10.255374	91.738686	3.719091	88.508277	92.290649	96.653521	57.412138
