transcript	TPM.bones	TPM.brain	TPM.embryo	TPM.lung	TPM.heart	TPM.intestine	TPM.kidney	TPM.liver	TPM.muscle	TPM.ovary	TPM.testis
ENSELUT00000037958.1	0.688795	16.6672	4.3501	1.63583	3.77486	5.15785	5.01764	0.207644	0.496881	3.35106	24.1059
ENSELUT00000037959.1	0.0998289	0.0471144	0	0.0553416	0	0	0.276981	0	0	0.0827933	0.151599
ENSELUT00000037960.1	0.296837	0.07704	0.0477386	0.713936	0.124748	0.297417	1.08711	0.124427	0.102654	0	0.130657
ENSELUT00000037961.1	0.903911	2.38042	0.260716	1.86754e-07	0.284693	0	0	3.68802e-08	0	0	0.619619
ENSELUT00000037962.1	3.17785	7.1324	2.8283	3.64018	3.89082	3.15163	5.3328	1.61229	0.87207	15.2457	4.91133
ENSELUT00000037963.1	1.06672	0.217091	0.262355	1.53599	0.362614	0	1.53065	0	0	1.91286	7.34579
ENSELUT00000037964.1	10.2305	13.6855	7.88817	26.8394	2.13544	9.1021	1.86689	22.8675	2.39863	17.7221	21.2273
ENSELUT00000037965.1	1.07528	0.353698	0.000912332	1.01713	0.903426	2.85182e-05	0.62487	2.09405e-07	0.00569489	0.66061	2.86908e-05
ENSELUT00000037966.1	0.190554	12.564	28.2745	0.1048	0	0	0	0	0	5.0798	1.30748
ENSELUT00000037967.1	0	0	0	0	0	0	0	10.2749	0	0	0
ENSELUT00000037968.1	0	3.11961	0.947903	0.165342	0.231565	0.0777343	0.169256	0	0.112038	3.40721	5.57964
ENSELUT00000037969.1	0	0.221745	0	0	0	0	0	0	0	0	0
ENSELUT00000037970.1	5.92267e-07	2.95336	1.71385	0.35113	1.35021	0.14965	0.352857	0.0217014	0.188021	23.4149	4.59612
ENSELUT00000037971.1	104.111	0.46729	0.273369	1.06762	1.53618	0.912901	1.67045	0.360304	93.1614	0	1.19699
ENSELUT00000037972.1	0	0	0	0.48747	0	0	0	0.360162	0	0	0
ENSELUT00000037973.1	0.531691	0.229734	0.326862	3.27252	0.194478	0.377814	0.974333	0.0547903	0.0518118	0.0786942	0.830455
ENSELUT00000037974.1	55.1255	33.4144	53.267	50.4912	43.1542	72.2815	110.117	59.36	15.0622	116.282	27.8161
ENSELUT00000037975.1	0.136647	0.215243	0.578101	6.206	0.0929514	0.13488	0.496305	0.034983	0	1.84608	6.80713
ENSELUT00000037976.1	4.73098	7.21563	10.2313	9.57968	5.92813	8.72563	18.1987	1.55479	1.20693	30.2745	11.539
ENSELUT00000037977.1	0	0	0	0	0.0381407	0	0	0	0	0	0
ENSELUT00000037978.1	0	0	0	0	0	0	0	0	0	0	0.758727
ENSELUT00000037979.1	7.79643	13.7418	20.126	8.25319	7.83918	14.548	14.6387	4.95174	3.42116	37.8217	24.4343
ENSELUT00000037980.1	0	0	0	51.4017	0	0	1.01057	0	0	0	1.39821
ENSELUT00000037981.1	1.60318	3.77527e-07	1.1559	1.89526	0.883765	4.16101	2.24133	1.54177	0.213136	5.23567	0.0040558
ENSELUT00000037982.1	3.70311	13.1563	1.69521	0.0603303	0	1.34603	0.060291	0.0832975	0	0.903694	8.93506
ENSELUT00000037983.1	29.2665	54.8994	15.2475	37.6752	15.7849	15.5842	33.9609	50.6675	1.00571	34.6821	52.621
ENSELUT00000037984.1	1.17966	8.57596	1.62294	0	0.409854	2.97592	0.373707	0	0	0.140241	0
ENSELUT00000037985.1	1.00205	0.298815	0.989396	0.277942	0	3.2075	0	0	0.216568	0	1.00708
ENSELUT00000037986.1	0.747196	2.86832	0.632108	5.04962e-08	2.9781	2.90148e-05	2.22293	0.998367	0	4.24239	3.49758
ENSELUT00000037987.1	0	0	0.170654	0.207001	0	0	0	0	0	0	0
ENSELUT00000037988.1	23.9579	85.4389	18.5408	23.7404	18.2098	6.96045	25.2806	4.18487	0	13.5349	15.1985
ENSELUT00000037989.1	7.01438	3.28696	25.1307	5.55883	7.21734	96.2249	17.0131	1.295	0.216568	3.67475	16.1132
ENSELUT00000037990.1	0.23863	10.0142	0.413575	0	0	0.204422	0.0190608	0	0.0586587	0.0569884	0.215415
ENSELUT00000037991.1	12.3674	11.1102	16.674	114.347	24.4796	38.1159	43.2407	12.0605	1.6274	21.3788	31.7613
ENSELUT00000037992.1	0.546932	0.56311	1.07636	2.78771	1.32353	0.995594	0.206845	0.120794	0	2.31485	4.59864
ENSELUT00000037993.1	2.86729	7.71356	4.02768	4.2685	4.88044	3.22709	3.65467	1.48411	0.526302	9.71695	4.3434
ENSELUT00000037994.1	3.34681	0.973525	0.446056	3.24065	3.94098	2.28721	39.8813	0.610371	0	0.257134	1.82844
ENSELUT00000037995.1	9.80049	4.01402	0.0802291	17.2557	17.9159	12.4088	36.2097	4.53063	0.699337	4.8196	10.0002
ENSELUT00000037996.1	1.52881	4.65032	0.672296	3.39074	1.92929	1.30264e-06	0.611292	3.52205e-06	0.520857	0	1.98277
ENSELUT00000037997.1	0.726035	3.22738	0.373602	1.35295	0.180719	0.297472	0.881171	1.38871	0.305172	0	3.81842
ENSELUT00000037998.1	8.85612	17.5252	2.52122	0	23.1235	0	0	0	10.1061	0	0
ENSELUT00000037999.1	0	0.0987184	0	0	0	0	0	0	0	0	0.25529
ENSELUT00000038000.1	0	2.12714	0.401636	0	0.128468	0.282301	0	0	0.171602	0.267775	0.684777
ENSELUT00000038001.1	3.47437	6.04443	0.888206	6.0174	1.36737	8.08255	8.50145	0.364984	0.517364	0.496643	25.3503
ENSELUT00000038002.1	4.6783	6.07197	6.4387	8.78249	7.32375	5.21304	9.93561	3.44091	0.975703	27.7155	8.48264
ENSELUT00000038003.1	7.30563	6.06713	5.68532	2.28888	3.22757	10.1822	5.61263	0.763144	0	0	0.741762
ENSELUT00000038004.1	0	0.280196	0	0.41037	0.123853	0	0	1.38778	0	0	0
ENSELUT00000038005.1	6.04386	16.7268	3.48166	15.0771	11.8934	5.1268	11.8604	1.05887	1.48506	0.63778	4.58201
ENSELUT00000038006.1	7.00742	12.6974	14.8917	11.5602	9.15298	14.829	6.91983	4.14647	0	22.8624	1.59354
ENSELUT00000038007.1	1.9817	3.72514	0.232135	2.54743	1.53081	3.34394	2.33696	0.123889	0	0	4.4379
ENSELUT00000038008.1	13.6157	22.199	5.90337	6.41082	8.28683	8.02947	6.3616	1.26429	4.20094	7.19145	21.0837
ENSELUT00000038009.1	1.52525	31.0694	1.21526	1.35537	1.08096	0.475495	1.03701	0.837902	0.262849	0.415794	3.94807
ENSELUT00000038010.1	0	0.148132	0.292496	3.43279	0.126853	0.278678	5.091	0	0	0	0.483689
ENSELUT00000038011.1	6.34315	12.3701	9.9502	6.95048	4.82024	7.42488	10.7198	1.3463	0.494764	9.18776	17.223
ENSELUT00000038012.1	0	0.615971	0.178572	4.81367	1.07369	1.50228	2.80306	0	0	0.615055	5.85561
ENSELUT00000038013.1	0	0	0	0.072796	0	0	0.0255199	0.00377683	0	0	0
ENSELUT00000038014.1	0.725245	0	0	0.0585288	0	0	0	0	0.474169	0	0.133434
ENSELUT00000038015.1	9.26136	11.9968	1.55948	27.5049	16.1234	10.9034	32.2711	3.34853	1.0992	1.29224	6.99493
ENSELUT00000038016.1	0	0	0	0	0	0	0	0	0	0	2.5942
ENSELUT00000038017.1	4.67727	6.43376	34.8918	792.207	1.06989	0.81842	0.536833	0.611046	0.503298	1.70795	3.43669
ENSELUT00000038018.1	0.245089	0	0.988113	0	0	0	0	0.292694	1.45581	0	0.800072
ENSELUT00000038019.1	4.05855	7.70606	8.99074	14.1666	6.8913	8.39172	12.0158	2.8748	1.22377	4.72025	13.0403
ENSELUT00000038020.1	48.62	44.8113	49.4448	42.7803	21.4876	36.5637	74.7425	5.51759	17.3497	20.045	17.1902
ENSELUT00000038021.1	36.7045	57.653	1.40712	12.8708	12.2066	5.79694	1.43025	0.359568	1.93486	1.26776	3.9142
ENSELUT00000038022.1	25.5069	32.6202	17.9698	41.892	25.6161	38.4469	61.9802	24.9877	8.77991	42.5824	58.4872
ENSELUT00000038023.1	7.54636	8.40942	10.3357	11.9105	7.24208	15.8117	8.77333	10.3143	1.25007	16.3413	14.1872
ENSELUT00000038024.1	0.232897	3.23012	0.351016	0.072992	0	0	0	0	0	0	0.176976
ENSELUT00000038025.1	2.01557e-05	2.41581	2.24991	2.55504	1.86495	8.70955	4.30641	0.365743	0.722373	3.48679	9.21648
ENSELUT00000038026.1	0.770846	0.230526	0.121047	0.328085	1.27296	0.521717	0.189807	0.512966	0	0	0.511074
ENSELUT00000038027.1	16.6139	29.3422	6.82977	18.8207	6.80184	139.964	17.0822	11.5511	0.228926	1.8721	6.10474
ENSELUT00000038028.1	0.494815	5.95209	1.22108	0.163729	0.32212	0.323448	0.941339	0.0564034	0.00999657	0.862873	0.998392
ENSELUT00000038029.1	9.40428	92.7379	11.5058	2.57337	0	1.56333	0.225069	0	0	0.292794	7.16244
ENSELUT00000038030.1	2.15772	2.81028	0.669364	5.22031	2.6284	3.17742	15.3354	0.537527	0.163439	0.833302	1.71448
ENSELUT00000038031.1	0.322185	2.55933	0.809278	0	0	0	0.0750265	0	0	0.335358	0.42016
ENSELUT00000038032.1	12.9988	27.4552	17.2562	19.284	17.3515	16.0264	17.6545	11.9346	2.60803	23.0642	18.2242
ENSELUT00000038033.1	0.707363	0	1.45167	0.156281	0.114862	0	0.156754	0	0.0766726	0	0.86095
ENSELUT00000038034.1	0.419663	0.161925	3.97369	29.411	0.0679851	0	0	0	0	0	0.110058
ENSELUT00000038035.1	3.90741	6.63875	5.18016	3.10838	6.51864	4.03856	3.27438	1.84374	2.6663	6.99526	12.5323
ENSELUT00000038036.1	1.21471	0.912764	1.25399	1.26115	0.961088	1.53907	0.417067	0.271634	0.324266	4.28526	0.681312
ENSELUT00000038037.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000038038.1	4.79176	15.3204	3.46149	0.657876	1.19033	4.43802	0.309022	0.0240411	0.47341	0.102662	2.35067
ENSELUT00000038039.1	2.62742	1.82212	0.479709	4.21639	0.314941	0.00131471	3.1586	0.158807	0.00139273	1.26943	6.65016e-09
ENSELUT00000038040.1	3.00358	9.50926	7.37807	3.16224	0.976974	1.50416	5.89635	0	0	69.5654	31.077
ENSELUT00000038041.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000038042.1	1.83188	3.18693	7.56125e-05	4.24198	2.28303	0.00290694	4.7575	0.606289	0	0.198944	6.37982
ENSELUT00000038043.1	1.46816e-09	0	0.258545	4.3229	0	0	0	0	0	0	0
ENSELUT00000038044.1	1.92676	6.43972	5.50196	1.56197	2.19555	2.11172	1.68281	0.300066	0.305293	3.95252	2.09216
ENSELUT00000038045.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000038046.1	0.877097	1.48118	0.453634	3.0519	0.789521	1.68546	0.696853	0.27842	0	0.626319	1.89211
ENSELUT00000038047.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000038048.1	15.6535	19.8301	10.6759	8.60919	20.3174	7.44753	12.5335	5.32887	12.1142	23.3177	46.6238
ENSELUT00000038049.1	0.946265	0.0436321	3.42484	71.5698	0.132111	0.394852	0.0926923	0.0645077	0.30492	6.74817	1.1491
ENSELUT00000038050.1	0	0.587672	0.0330991	0.167089	0.0854555	0.191997	0.208681	0.129222	0	0.0870123	0.240496
ENSELUT00000038051.1	1.12095	0	0	0.310481	0.493208	1.58607	39.5273	0.419286	0	0	3.17233
ENSELUT00000038052.1	94.2835	30.4951	3.41405	15.0997	120.595	98.9579	28.5048	13.1588	9.52011	3.22228	22.5692
ENSELUT00000038053.1	0	1.1781e-09	0.651154	0	0.138088	0	0	0	0	0	0.893606
ENSELUT00000038054.1	10.871	0.0811817	1.34051	0.605228	2.80728	0.24738	0.381684	0	0.589717	0.0441677	0.555164
ENSELUT00000038055.1	2.28652	7.02896	5.81281	6.26093	5.23449	5.15494	5.29403	3.46278	0.549685	27.999	4.10514
ENSELUT00000038056.1	2.96009	4.96223	3.06858	5.69604	3.31277	4.44308	4.7155	1.69256	1.485	13.5749	7.23404
ENSELUT00000038057.1	6.00161	16.0609	6.04623	6.47306	20.2674	22.1814	14.4466	0.67963	0	1.78652	10.2991
ENSELUT00000038058.1	15.4224	1.20349	1.71993	0	6.23287	1.61009	0.430777	8.8033e-08	6.40121	4.44671e-07	1.66331
ENSELUT00000038059.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000038060.1	0.998352	0.342277	0.420675	0.802298	0.356872	0.565111	0.647923	0.098614	0	0	0.346512
ENSELUT00000038061.1	0	0	0	0	0	0	0	2.69218	0.147346	0.615395	0.404965
ENSELUT00000038062.1	6.63502	0.41495	15.9483	26.9658	0.176872	0	0	0	0.708936	0.744811	2.0483
ENSELUT00000038063.1	0	0.390407	0.409472	0	1.05122	1.06434	1.03624	0	0.468139	0	1.66104
ENSELUT00000038064.1	13.3751	16.8957	10.2641	3.05022	10.483	8.72597	0.238189	0.19428	16.342	1.36918	38.2816
ENSELUT00000038065.1	1.25377	6.67769	0.4907	0	0	0.0661849	0	0	0	0.130974	0.443234
ENSELUT00000038066.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000038067.1	0	0.11919	0	0.0652563	0	0	0	0	0.202401	0.0978689	0.348128
ENSELUT00000038068.1	0.330219	0.522376	0.500651	1.6101	2.45301	3.96639	3.92123	0.382909	0	1.66967	2.17262
ENSELUT00000038069.1	0.853334	1.84011	4.32412	2.3607	1.4367	1.82948	1.35007	0.0465758	0.132271	11.3358	3.42815
ENSELUT00000038070.1	0.435596	1.68476	4.07632	3.60926	1.69568	1.50311	2.90969	0.570922	0	21.8328	1.47597
ENSELUT00000038071.1	0.862364	0.0812605	0	4.60475	5.80124	0.456856	7.65005	0.0656756	0	0	0.45795
ENSELUT00000038072.1	0.52213	0.378661	1.21373	0.93205	0.197831	0	0.253008	0.179989	0	0	1.11549
ENSELUT00000038073.1	0.217773	0.239955	3.00317	27.4091	0	4.10408	0	0	0.107737	1.32407	1.93048
ENSELUT00000038074.1	56.5616	39.08	13.0701	38.0798	84.423	65.7577	38.8651	31.5832	18.2078	63.9549	59.1304
ENSELUT00000038075.1	6.75506	11.8592	40.5983	27.0439	12.2336	16.7519	24.5263	2.69151	3.88694	35.7982	49.2531
ENSELUT00000038076.1	1.90006	4.7264	3.46493	0.189733	0.057204	4.17327	0.0223874	0	2.69276	0	2.30337
ENSELUT00000038077.1	2.09792	3.49489	2.57671	3.70011	2.28742	3.90645	3.53255	3.41285	0.379688	1.37133	4.00463
ENSELUT00000038078.1	1.9014	1.60223	0.557795	3.26436	0.867184	2.29246	5.88999	1.2134	1.80842	0	2.8577
ENSELUT00000038079.1	0	0	0	0	0.388309	0	0	0	0	0	0
ENSELUT00000038080.1	0.992838	0.946574	3.14374	26.2248	0.0422441	3.07699	0	0.0397228	0.274817	1.97168	1.87564
ENSELUT00000038081.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000038082.1	49.6754	41.4426	10.3762	60.0307	262.007	411.706	23.3274	11.5221	4.61102	44.6457	87.0539
ENSELUT00000038083.1	0	28.7463	0.384881	4.09005	0	4.80728	3.0615	1.339	0	0.00540114	1.32193
ENSELUT00000038084.1	28.392	5.76049	7.4398	5.8031	11.3134	6.33434	0.141068	0	3.96062	0.394796	53.2602
ENSELUT00000038085.1	2.84923	0.548252	6.26611	0	0	0.813652	0	0	0.949179	0	0.134441
ENSELUT00000038086.1	2.14303	0.191894	4.25553	5.96912	4.84526	1.14107	8.6724	1.22833	0.0479969	5.69612	0
ENSELUT00000038087.1	3.85739	2.49521	12.8044	3.43261	2.14151	159.768	1.8748	4.32749	1.69005	8.25521	9.99647
ENSELUT00000038088.1	2.16203	13.82	0.239545	1.93886	2.56289	4.46317	5.34814	8.08925e-08	0.988177	0.914018	9.89495
ENSELUT00000038089.1	11.1421	22.8226	10.8233	1.94344	4.22494	1.32459	0.691597	3.75138	0.0760585	42.8019	4.4557
ENSELUT00000038090.1	10.4677	24.7635	9.27188	1.49579	3.97831	0.577061	0.297505	3.74788	0.360404	29.9783	7.24485
ENSELUT00000038091.1	4.59432	10.8922	6.48335	8.46653	9.53675	9.29254	9.15303	2.53687	1.30262	0.94088	9.06616
ENSELUT00000038092.1	0	0.275638	0	0	0	0	0	0	0	0	1.31247
ENSELUT00000038093.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000038094.1	0	0.122387	0.161201	3.5572	0	0.919539	4.62842	0	0	0	0.796257
ENSELUT00000038095.1	5.44069	35.1329	3.43644	14.8721	19.892	14.4846	7.16273	0.59468	2.76767	1.31438	16.1522
ENSELUT00000038096.1	8.26252	20.7629	0.800172	0	0.122491	0.66166	0.701144	0	0	0	0
ENSELUT00000038097.1	11.6981	9.01267	5.25755	63.3249	8.89708	26.8339	72.2124	2.20328	0.424413	6.58735	29.6068
ENSELUT00000038098.1	47.1622	100.14	46.5181	26.4928	34.7182	29.8893	24.3257	14.7678	23.1749	39.2273	47.1273
ENSELUT00000038099.1	24.2344	23.1695	27.4959	0.721976	2.21696	1.85479	7.11273	0.402558	26.379	0	24.7723
ENSELUT00000038100.1	5.49287	0.199386	9.53691	18.378	0.257805	79.2588	3.04038	17.9386	0.688271	50.7385	5.53564
ENSELUT00000038101.1	0	0	0	0	0	0	0	0	0	0.878263	0
ENSELUT00000038102.1	9.32862	16.869	12.3507	15.2485	10.938	13.8146	14.1944	3.82918	3.17747	23.4577	16.1858
ENSELUT00000038103.1	0	0	0.571318	0	0	0	0.1933	0	0	3.65326	0.809726
ENSELUT00000038104.1	14.5496	56.6809	0.978013	0.958124	0.49133	0	0.791284	0.473904	0	0.32532	2.51312
ENSELUT00000038105.1	2.54678	9.63022	5.3758	7.8561	3.22227	3.89189	3.08272	2.58734	0.502032	18.0026	10.5812
ENSELUT00000038106.1	3.08264	5.72706	3.49676	5.36531	5.5338	6.60382	6.33421	3.99938	0.687185	8.14528	13.6893
ENSELUT00000038107.1	0.464169	4.30515	3.41334	0.215291	0.59532	1.96927	0	0	0	0.577901	3.02229
ENSELUT00000038108.1	0.174226	0.382374	0	0	0.0749332	0	0	0	0	0	0
ENSELUT00000038109.1	0	2.76596	0.890055	0	0	1.46834	0	0	0	0	6.44207
ENSELUT00000038111.1	0.166719	0.60128	0	0.660146	0.606676	0	0	0.747875	0.0707083	0.00192852	0
ENSELUT00000038112.1	2.95152	1.34838	0.463266	0	12.1814	2.05282	4.16271	1.78055	0.164721	0.658862	9.47462
ENSELUT00000038113.1	0.552355	1.04071	0.114336	0.506593	0.447405	0.325144	0.510569	0	0	0	0.568105
ENSELUT00000038114.1	5.37641	16.1365	7.11668	7.4545	5.10807	2.03969	9.28865	4.88318	2.34164e-08	8.62869	2.77757
ENSELUT00000038115.1	3.39617	3.07654	2.98089	0.965553	0.654509	0	4.97162	0.31974	0	6.10087	2.78254
ENSELUT00000038116.1	19.0566	0	0	0	0	0.365277	0.230648	0	3.53416	0.347453	5.72791
ENSELUT00000038117.1	0	1.28697	0.482935	0.101002	0.0245379	0	0.0695616	0	0	2.5351	0.984526
ENSELUT00000038118.1	28.8086	7.55688	30.112	43.2131	32.4419	15.2031	10.5077	0.993788	0.652395	6.54391	23.8467
ENSELUT00000038119.1	6.43939	40.4717	6.90746	3.9064	10.2068	8.72214	6.81849	1.31426	1.78325	5.23503	35.6412
ENSELUT00000038120.1	24.3874	19.3635	35.1715	0.124071	0.156179	1.49051	0.133675	0	0	0.0792237	0
ENSELUT00000038121.1	0	0.215117	0	0	0.116641	0	0	0	0	0	0.487089
ENSELUT00000038122.1	7.44481	19.2168	9.70477	12.4689	17.6825	39.2993	9.13943	0.577424	0.10686	13.1603	8.83078
ENSELUT00000038123.1	5.13304	10.1864	3.65688	26.3664	7.11465	12.4316	7.72258	3.05018	0.498824	0.640827	7.84103
ENSELUT00000038124.1	0	0	0.294383	0.509976	0	0	0	0	0	6.51274	0
ENSELUT00000038125.1	5.08243	72.9594	5.48321	0.586916	1.40831	0.704839	5.35592	0.0418485	0.0197836	1.32061	5.55239
ENSELUT00000038126.1	24.5901	44.8443	11.7071	24.0814	62.5523	20.9286	19.1433	1.7297	9.44595	22.4689	34.0517
ENSELUT00000038127.1	0	2.0507	1.80307	0	0.520481	2.89972	0.73679	0	0	0.911931	15.466
ENSELUT00000038128.1	7.90272	0.66487	0	11.2618	8.34364	9.37046	480.425	0.158253	0.307771	0.239378	0
ENSELUT00000038129.1	13.3531	12.7599	119.929	12.0901	5.39567	20.2933	24.5586	15.6295	3.51265	264.139	61.7021
ENSELUT00000038130.1	35.3103	55.7069	18.7191	39.1161	98.1203	34.2051	27.7716	3.4575	5.82647	38.3749	36.3991
ENSELUT00000038131.1	0.305695	3.46873	0.642558	0.127267	0.0622278	0.606636	0	0.0292654	0	1.13941	2.49347
ENSELUT00000038133.1	0.357513	0.0842088	0	3.73008	1.1892	0.315675	1.49249	0.0680401	0	0	0.408622
ENSELUT00000038134.1	11.5891	43.2884	19.3011	4.40382	29.162	6.04509	1.56372	0.130463	1.91263	4.05556	38.4037
ENSELUT00000038135.1	0	0	0	0	0	0	0	0	0	0	0
ENSELUT00000038136.1	0.51273	0.201721	2.55577	0.189733	0.0347994	0	0	0.229101	0.139348	366.645	0.32422
ENSELUT00000038137.1	2.52501	6.07346	4.58452	0.968328	7.78035	1.74543	0.166881	0	0.107942	1.51044	6.77665
ENSELUT00000038138.1	0.539952	3.1944	1.85118	2.05339	2.03308	2.07254	1.56314	0.388422	0.185062	2.30756	1.82224
ENSELUT00000038139.1	25.6503	54.0946	39.3331	60.2894	53.3245	41.1193	21.647	9.98025	4.33395	32.2126	25.4247
ENSELUT00000038140.1	1.5294	0.046623	3.47367	0	0.221445	0.261249	1.96341	2.53684	0.161204	0.163258	0.560643
ENSELUT00000038141.1	22.7035	22.6333	14.2055	37.5219	17.2787	56.8457	154.89	14.1925	0.774213	5.44085	75.9494
ENSELUT00000038142.1	2.24368	1.42146	1.98628	11.464	2.93118	5.55413	10.7802	1.23076	0	44.9795	1.64232
ENSELUT00000038143.1	0.200649	0.303403	0.497234	0.239581	0.244708	0.565715	0.33783	0.234766	0	0	0.176242
ENSELUT00000038144.1	0	0.321991	0.218495	0.492255	0.214041	0.269015	0	0.108763	0	0.337847	0
ENSELUT00000038145.1	2.96234	18.5073	24.5181	11.717	17.3068	10.7079	15.6278	3.16052	2.2767	1.14833e-06	24.8457
ENSELUT00000038146.1	0.414593	0.937981	1.61471	1.43522	2.35445	1.76438	1.67683	0.244774	0.106268	17.4403	2.23731
ENSELUT00000038147.1	9.60312	29.8841	15.6677	14.2515	22.9155	15.1877	18.8783	13.8937	1.95593	75.5792	39.9522
ENSELUT00000038148.1	173.812	140.432	315.438	138.628	163.086	229.87	173.277	47.5554	158.472	384.937	199.577
ENSELUT00000038149.1	0.000138479	8.4063	3.39906	0.00076303	1.02357	0.000101459	0.0011523	0.0010991	3.87935e-05	3.23222	3.76099
ENSELUT00000038150.1	0.958644	0.465153	3.94569	1.30924	0.968955	0.512045	3.74874	0.22312	0.4677	5.96185	3.30287
ENSELUT00000038151.1	23.4622	6.87513	6.20321	20.4644	11.6686	12.9751	16.3362	7.53797	9.7057	6.78966	18.8436
ENSELUT00000038152.1	2.13236	3.89137	0.685414	4.91802	3.58261	14.6496	3.21628	1.00204	0.141695	0.520426	5.31267
ENSELUT00000038153.1	0.235049	10.0716	0.146294	0.1301	0.347619	0.231569	0.260284	0	0.255094	0	0.241064
ENSELUT00000038154.1	0.258594	2.77883	0.271982	1.36637	0.383193	2.2372	2.80643	0.288993	0	3.11846	4.22418
ENSELUT00000038155.1	3.65805	5.48911	2.68432	4.96042	1.64438	3.14207	4.95594	0.650004	0	1.67888	4.33995
ENSELUT00000038156.1	24.44	101.573	11.344	1.4423	61.5749	0.790286	0.165883	0.112646	0	0.998664	17.3636
ENSELUT00000038157.1	0.456285	1.95295	0.255443	0.563483	1.59803	2.18787	0	0	0	0.383563	1.69867
ENSELUT00000038158.1	11.5372	13.013	15.4912	28.2805	12.5713	15.0945	5.40397	4.2336	0.822816	52.4764	19.7501
ENSELUT00000038159.1	26.0499	14.8139	18.7296	90.9775	15.3264	49.668	39.3855	10.9093	21.1052	143.475	30.2821
ENSELUT00000038160.1	1.73114	3.38537	3.99495	2.393	1.68601	2.18674	1.26768	1.3119	0.572757	7.52704	5.74731
ENSELUT00000038161.1	2.20943	6.16234	1.85068	4.93749	6.26607	5.9655	5.40603	1.00579	0	0	2.66858
ENSELUT00000038162.1	6.3147	15.4632	16.2608	11.3703	19.3324	14.0549	8.42649	5.05294	4.77969	67.6935	20.6096
ENSELUT00000038163.1	1.15344	1.19365	5.93658	4.67372	0.791146	2.03568	4.84679	0.968422	0.0367942	13.5935	6.84402
ENSELUT00000038164.1	5.06129	2.48011	1.07697	4.07052	5.59021	3.04509	36.1562	1.30866	0.269988	0.306839	3.26373
ENSELUT00000038165.1	3.25845e-06	1.32958	0.126338	1.7203e-08	0	0.000181796	0.000179725	0.0193257	0.246635	3.11035	12.631
ENSELUT00000038166.1	0	1.78621	0.874815	0	0	0	0	0	0	6.94542	2.5857
ENSELUT00000038167.1	2.24785	0.0512027	0.561768	0	11.6471	0.0957902	0	0	2.20855	0.0900345	2.83147
ENSELUT00000038168.1	0.243863	0.526597	0	0.257418	0.209853	0	0.249243	0	0	0.238178	0.537164
ENSELUT00000038169.1	2.82126	26.3924	2.04876	2.69543	0.127015	0.137593	0	0.0597332	0	0	2.50317
ENSELUT00000038170.1	4.31208	0.410976	0	3.44067	1.95826	2.93677	172.605	0.0730235	0.0924633	0	1.04122
ENSELUT00000038171.1	19.2618	18.4927	30.4236	21.0731	20.2573	31.7606	32.9293	15.5656	12.9723	46.1072	32.6156
ENSELUT00000038172.1	1.41674	2.04253	0.0843266	0.182293	2.96461	0.273582	0.350224	0	2.14724	0.37724	0.770175
ENSELUT00000038173.1	0	0	0.062436	0	0	0	0	0	0	0.119037	3.06239
ENSELUT00000038174.1	4.53665	0.598495	0	1.36413	1.35524	0.586075	113.018	0.238133	0	0	0.6238
ENSELUT00000038175.1	8.02738	0.873878	0.0749903	4.78965	4.9335	8.85927	298.883	0	0	0	2.63131
ENSELUT00000038176.1	1.08119	1.14363	0.920472	0.442922	1.85239	10.5829	0	124.266	0	20.8206	7.24158
ENSELUT00000038177.1	12.2471	28.3355	14.8281	41.9281	26.8339	27.103	39.2294	23.1567	2.84202	66.6784	33.4202
ENSELUT00000038178.1	0	0.191318	0	0.0505446	0	0.666426	0.439483	0.435571	0	0	0.37089
ENSELUT00000038179.1	0.597475	0.352066	0.0464327	0.0824448	0.121219	0	0	0	0.0809187	0	0.113665
ENSELUT00000038180.1	3.36703	5.67912	22.7057	21.5044	6.75778	4.46997	3.94263	1.79686	0.918061	3.66259	7.42909
ENSELUT00000038181.1	25.4169	11.3574	4.33591	5.9934	23.2133	13.8285	5.18515	2.0678	1.38379	3.19756	58.1481
ENSELUT00000038182.1	0.439935	0.816283	0.0990356	0.666413	2.17219	0	0.212144	0	1.57059	0.831274	0
ENSELUT00000038183.1	2.49136	17.6279	9.59404	6.33014	7.17386	5.63674	8.46454	1.60967	1.95271	11.4363	13.2969
ENSELUT00000038184.1	2.94825	10.4852	2.04854	3.27308	1.65555	1.82994	1.77922	2.26075	0.214584	0.921738	4.67062
ENSELUT00000038185.1	29.8755	72.8467	235.734	58.3472	40.1164	55.9319	60.3618	3.2366	1.22668	91.3558	75.9385
ENSELUT00000038186.1	0.211074	3.42443	3.98273	8.74711e-11	1.56303	2.27315e-06	0	1.31284e-10	0	2.68036e-06	3.89032e-06
ENSELUT00000038187.1	0	0	0	0	0	0	0.255863	0	0	0	1.24688
