Ens.ID	TPM.kidney	TPM.testis	TPM.heart	TPM.brain	TPM.muscle	TPM.colon	TPM.lung	TPM.spleen	TPM.liver
ENSBTAG00000007110	10.453815	26.837809	5.265788	11.480467	8.63098	8.044706	16.786466	16.65465	7.313168
ENSBTAG00000007111	14.846316	4.017225	26.056488	2.07321	20.809529	31.559518	9.537225	2.370107	19.739334
ENSBTAG00000007112	16.276582	65.145813	18.214148	19.776439	5.626708	16.952306	37.277228	23.611752	7.600478
ENSBTAG00000007113	11.107308	56.673421	3.772407	12.869543	4.217882	15.513979	13.750637	8.645236	6.886772
ENSBTAG00000007114	4.824153	34.422581	0.885137	5.815135	1.136195	4.505095	8.004215	12.036257	2.687702
ENSBTAG00000007115	22.353094	16.55898	6.745397	10.928243	2.357757	46.304718	19.932076	24.666998	24.396871
ENSBTAG00000007116	34.646134	5.781955	0.923756	8.621415	7.584409	18.821819	54.589757	112.382946	24.662716
ENSBTAG00000007117	10.98652	17.620016	6.788637	8.180035	7.573702	23.795626	19.991454	13.79697	8.636362
ENSBTAG00000007118	16.269835	84.666414	2.292699	8.391848	1.640365	18.589106	11.412063	4.431663	14.951655
ENSBTAG00000007120	5.629145	54.881321	4.199941	13.102682	7.392732	6.35648	4.688012	8.619958	6.311244
ENSBTAG00000007121	4.908277	9.274068	5.866378	10.122664	5.677395	25.509245	8.87392	14.221187	2.259243
ENSBTAG00000007122	3.137618	2.220833	0.42266	4.237334	1.140098	1.88801	4.363999	4.925099	1.129782
ENSBTAG00000007123	33.450272	24.742597	53.434939	103.767201	28.918436	50.559284	56.25102	36.655049	30.807785
ENSBTAG00000007125	16.156765	1.743186	0.290177	6.84455	0.421122	2.921305	3.295244	4.685951	42.644385
ENSBTAG00000007127	0.030328	0.035637	0.068947	0.042752	0.046805	0.087015	0.079232	0.068595	0.173359
ENSBTAG00000007128	20.795967	35.160277	5.652719	15.937164	8.191228	52.582892	23.337157	12.959683	18.975642
ENSBTAG00000007129	2.299421	2.526681	24.535455	8.14285	2.096048	20.985708	12.518661	4.294897	0.578027
ENSBTAG00000007130	7.922974	26.930777	0.692584	8.815787	1.944588	9.201857	19.188204	44.334579	5.269185
ENSBTAG00000007131	0.003569	2.395355	1.676865	0.311301	61.22943	0.693658	0	0.367723	0
